[LOG] 2017-01-11 0:00:00 mkdir SUCCESS
[PUR_PRICE] 2017-01-11 10:58:49 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 11:37:00 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 11:45:15 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 11:58:10 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 11:59:10 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 12:01:30 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 13:45:21 AFTER SUCCESS
[PUR_PRICE] 2017-01-11 13:54:11 AFTER SUCCESS
